station_id,name,lat,lon,capacity,stationCode,nbMecha,nbElec,nbdocklibre,last_reported
213688169,Benjamin Godard - Victor Hugo,48.865983,2.275725,35,16107,2,2,30,1698726394
653222953,Mairie de Rosny-sous-Bois,48.871256519012,2.4865807592869,30,31104,5,19,5,1698726320
17278902806,Rouget de L'isle - Watteau,48.778192750803,2.3963020229163,20,44015,3,2,15,1698726334
36255,Toudouze - Clauzel,48.87929591733507,2.3373600840568547,21,9020,4,0,17,1698726058
37815204,Mairie du 12ème,48.840855311763,2.3875549435616,30,12109,25,3,2,1698726387
251039991,Cassini - Denfert-Rochereau,48.837525839067,2.3360354080796,25,14111,1,1,23,1698726299
85002689,Jourdan - Stade Charléty,48.819428333369,2.3433353751898,60,14014,15,22,19,1698726368
2515829865,Basilique,48.93626891059109,2.3588666820200914,22,32017,9,8,4,1698726065
516709288,Charonne - Robert et Sonia Delaunay,48.855907555969,2.3925706744194,20,11104,1,0,19,1698726254
120827885,Messine - Place Du Pérou,48.875448033960744,2.315508019010038,12,8026,0,3,7,1698726266
66491398,Le Brun - Gobelins,48.835092787824,2.3534681351338,48,13007,14,7,27,1698726386
37874517,Saint-Sulpice,48.85165383178419,2.3308077827095985,21,6003,1,0,19,1698726346
210565680,Vaneau - Sèvres,48.848563233059,2.3204218259346,35,7002,8,1,9,1698726294
210403080,Lacépède - Monge,48.84389286531899,2.3519663885235786,23,5110,2,1,18,1698726083
210561800,Saint-Romain - Cherche-Midi,48.84708159081946,2.321374788880348,17,6108,2,0,15,1698726234
209063434,André Karman - République,48.91039875761846,2.3851355910301213,31,33006,5,14,12,1698726271
94555589,Pierre et Marie Curie - Maurice Thorez,48.81580226360801,2.376804985105991,27,42016,6,6,15,1698726310
244498842,Bois de Vincennes - Gare,48.836022242886884,2.4708339950830287,50,41301,18,10,21,1698726186
210405211,Beaux-Arts - Bonaparte,48.856451985395786,2.334851883351803,20,6021,2,0,17,1698726167
43195240,Silly - Galliéni,48.835583838706,2.2325500845909,25,21010,6,7,12,1698726280
501862076,Place Nelson Mandela,48.862453313908,2.1961666225454,22,25006,1,5,16,1698726349
