station_id,name,lat,lon,capacity,stationCode,nbMecha,nbElec,nbdocklibre,last_reported
213688169,Benjamin Godard - Victor Hugo,48.865983,2.275725,35,16107,1,14,19,1663643819
653222953,Mairie de Rosny-sous-Bois,48.871256519012,2.4865807592869,30,31104,5,20,4,1663643545
516709288,Charonne - Robert et Sonia Delauney,48.85590755596891,2.3925706744194035,20,11104,4,3,13,1663643699
36255,Toudouze - Clauzel,48.87929591733507,2.3373600840568547,21,9020,4,0,17,1663643581
37815204,Mairie du 12ème,48.840855311763,2.3875549435616,30,12109,24,1,4,1663643773
100769544,Harpe - Saint-Germain,48.85151881501689,2.343670316040516,45,5001,4,1,40,1663643264
85002689,Jourdan - Stade Charléty,48.819428333369,2.3433353751898,60,14014,12,15,32,1663643821
123095125,Alibert - Jemmapes,48.8710440519842,2.366104461987773,60,10013,44,1,12,1663643822
120827885,Messine - Place Du Pérou,48.875448033960744,2.315508019010038,12,8026,0,0,12,1663643813
251039991,Cassini - Denfert-Rochereau,48.837525839067,2.3360354080796,25,14111,1,0,23,1663643689
37874517,Saint-Sulpice,48.85165383178419,2.3308077827095985,21,6003,0,1,19,1663643770
66491398,Le Brun - Gobelins,48.835092787823875,2.353468135133752,48,13007,8,7,30,1663643724
210403080,Lacépède - Monge,48.84389286531899,2.3519663885235786,23,5110,3,0,19,1663643819
210561800,Saint-Romain - Cherche-Midi,48.84708159081946,2.321374788880348,17,6108,0,0,17,1663643565
209063434,André Karman - République,48.91039875761846,2.3851355910301213,31,33006,3,11,15,1663643824
94555589,Pierre et Marie Curie - Maurice Thorez,48.81580226360801,2.376804985105991,27,42016,15,11,1,1663643783
244498842,Bois de Vincennes - Gare,48.836022242886884,2.4708339950830287,50,41301,2,6,38,1663643672
210405211,Beaux-Arts - Bonaparte,48.856451985395786,2.334851883351803,20,6021,1,2,17,1663643471
43195240,Silly - Galliéni,48.835583838706,2.2325500845909,25,21010,4,8,13,1663643820
501862076,Place Nelson Mandela ,48.862090937689715,2.196576297283173,22,25006,0,5,17,1663643513
54000559,Jouffroy d'Abbans - Wagram,48.881973298351625,2.301132157444954,40,17026,6,8,25,1663643777
207633746,Grande Armée - Brunel,48.876116,2.288124,62,17038,2,6,43,1663643301
16560752067,Bracion - Périphérique,48.826103771275,2.3004549373748,0,15202,0,0,0,1661433064
85043758,Guersant - Gouvion-Saint-Cyr,48.88287775178599,2.287667370814871,36,17041,26,1,6,1663643733
210566542,Square Boucicaut,48.851296433665276,2.325061820447445,60,7003,0,2,57,1663643821
210565680,Vaneau - Sèvres,48.84856323305935,2.3204218259345537,35,7002,23,1,10,1663643688
437597018,Invalides - Duroc,48.847792473295,2.3161920905113,29,7001,0,1,27,1663643775
210397939,Thouin - Cardinal Lemoine,48.84504716661511,2.3494647851273465,17,5016,2,1,14,1663643717
82405965,Froment - Bréguet,48.8570414504784,2.37289470306807,43,11025,13,2,24,1663643697
213682736,Morillons - Dantzig,48.83310149953933,2.299380004405976,52,15047,12,15,25,1663643804
54000581,Croulebarde - Corvisart,48.830981659316855,2.3481646925210953,34,13101,18,3,12,1663643697
13105968,Le Brix et Mesmin - Jourdan,48.82234096593411,2.327861653302471,21,14108,2,1,18,1663643755
653208733,Romainville - Vaillant-Couturier,48.86785,2.446748,38,31024,6,12,20,1663643778
27415224,Bir Hakeim,48.853844054333514,2.289705348222022,33,15026,9,0,22,1663643823
907054879,Liberté - Vert-de-Maisons,48.79014780960843,2.43286281824112,20,47007,6,3,11,1663643751
129094535,Porte de Saint-Ouen - Bessières,48.89792240854517,2.32851451022192,42,17044,2,2,38,1663643707
54000612,Cambrai - Benjamin Constant,48.89594736851349,2.381133802246315,43,19033,3,7,29,1663643689
80101533,Chazelles - Courcelles ,48.879406604954,2.3034455627202988,35,17025,5,2,23,1663643823
128986726,Boétie - Ponthieu,48.871417284354834,2.307678759098053,33,8050,1,1,28,1663643824
599135701,Ramponeau - Belleville,48.871031137596,2.379056852114,44,20143,7,0,35,1663643696
102747146,Lagny - Victor Basch,48.84884147189881,2.426325418925233,26,43002,1,4,21,1663643823
2515403527,Saint-Cloud - Hippodrome,48.85772148887421,2.2549109905958176,30,16138,0,1,29,1663643272
653132534,Louis Lejeune - Barbès,48.81807418981508,2.3267009854316716,25,21216,4,1,20,1663643735
506455295,Général Martial Valin - Pont du Garigliano,48.83823094269141,2.270506024360657,16,15068,0,1,15,1663643822
1057149522,Rond-point du Dr Albert Schweitzer,48.78980918988166,2.3143940046429634,22,22207,11,8,2,1663643679
210567545,Raspail - Varenne,48.85314781654488,2.3263905197381973,18,7004,0,1,17,1663643521
2515085147,Italie - Tolbiac,48.82557229464416,2.3576171323657036,21,13030,11,5,3,1663643521
653197324,Théâtre des Amandiers - Palais des sports,48.89264852683893,2.2136941552162175,24,92002,4,1,17,1663643670
210408693,Vaugirard - Monsieur le Prince,48.848951441614176,2.3411329463124275,26,6029,2,1,22,1663643709
42950839,Serrurier,48.8804934032465,2.39806417375803,18,19027,0,6,12,1663643315
14813797734,Raspail Barbès,48.8529945,2.4247387,28,31028,2,5,19,1663643729
88230992,De Toqueville - Terrasse,48.882428,2.314002,30,17048,0,6,24,1663643626
499303158,Jules Guesde - Pont du Port à l'Anglais,48.79628807093802,2.417212128639221,30,44017,22,7,1,1663643792
27415302,Michel-Ange - Parent de Rosan,48.840579923690115,2.2584119439125065,26,16118,9,0,15,1663643752
27414512,Caire - Dussoubs,48.86785342111862,2.349364310503006,40,2017,1,3,34,1663643497
210580039,Tour d'Auvergne - Rodier,48.879161,2.343698,17,9008,0,1,13,1663643296
49474389,Artois - Berri,48.87393521240818,2.3064258322119713,23,8103,0,0,23,1663643515
128940135,Marceau - Chaillot,48.86883394989261,2.2989967837929726,21,8048,1,1,19,1663643371
35149611,Liard - Amiral Mouchez,48.8214169,2.342167,14,14013,9,2,2,1663643809
1057296253,Regnault - Patay,48.82435782216384,2.377065159380436,63,13118,10,3,47,1663643677
210570888,Las Cases - Bourgogne,48.85909110474066,2.3185685276985173,22,7011,1,0,20,1663643694
129107656,Félix Ziem - Armand Gauthier,48.88949630486821,2.333393658804396,25,18111,4,13,7,1663643823
1057228658,Youri Gagarine - Karl Marx,48.78448485079149,2.35908430069685,22,48003,0,3,19,1663643518
