station_id,name,lat,lon,capacity,stationCode,nbMecha,nbElec,nbdocklibre,last_reported
213688169,Benjamin Godard - Victor Hugo,48.865983,2.275725,35,16107,1,1,30,1666648769
653222953,Mairie de Rosny-sous-Bois,48.871256519012,2.4865807592869,30,31104,8,9,11,1666648725
516709288,Charonne - Robert et Sonia Delauney,48.85590755596891,2.3925706744194035,20,11104,3,5,12,1666648651
36255,Toudouze - Clauzel,48.87929591733507,2.3373600840568547,21,9020,1,2,18,1666648266
37815204,Mairie du 12ème,48.840855311763,2.3875549435616,30,12109,23,7,0,1666648524
251039991,Cassini - Denfert-Rochereau,48.837525839067,2.3360354080796,25,14111,0,1,24,1666648730
85002689,Jourdan - Stade Charléty,48.819428333369,2.3433353751898,60,14014,1,4,52,1666648707
123095125,Alibert - Jemmapes,48.8710440519842,2.366104461987773,60,10013,25,2,29,1666648744
120827885,Messine - Place Du Pérou,48.875448033960744,2.315508019010038,12,8026,1,0,10,1666648705
100769544,Harpe - Saint-Germain,48.851518815017,2.3436703160405,45,5001,2,0,42,1666648768
37874517,Saint-Sulpice,48.85165383178419,2.3308077827095985,21,6003,0,1,20,1666648472
66491398,Le Brun - Gobelins,48.835092787823875,2.353468135133752,48,13007,14,2,30,1666648681
210403080,Lacépède - Monge,48.84389286531899,2.3519663885235786,23,5110,2,1,19,1666648766
210561800,Saint-Romain - Cherche-Midi,48.84708159081946,2.321374788880348,17,6108,3,2,11,1666648280
209063434,André Karman - République,48.91039875761846,2.3851355910301213,31,33006,2,16,10,1666648723
94555589,Pierre et Marie Curie - Maurice Thorez,48.81580226360801,2.376804985105991,27,42016,3,19,4,1666648456
244498842,Bois de Vincennes - Gare,48.836022242886884,2.4708339950830287,50,41301,10,1,37,1666648724
210405211,Beaux-Arts - Bonaparte,48.856451985395786,2.334851883351803,20,6021,1,0,17,1666648341
43195240,Silly - Galliéni,48.835583838706,2.2325500845909,25,21010,9,5,11,1666648662
501862076,Place Nelson Mandela ,48.862090937689715,2.196576297283173,22,25006,1,10,10,1666648614
54000559,Jouffroy d'Abbans - Wagram,48.881973298351625,2.301132157444954,40,17026,9,2,28,1666648744
207633746,Grande Armée - Brunel,48.876116,2.288124,62,17038,3,2,46,1666648523
16560752067,Bracion - Périphérique,48.826103771275,2.3004549373748,0,15202,0,0,0,1661433064
210566542,Square Boucicaut,48.851296433665276,2.325061820447445,60,7003,1,0,58,1666648701
85043758,Guersant - Gouvion-Saint-Cyr,48.88287775178599,2.287667370814871,36,17041,6,6,22,1666648766
210565680,Vaneau - Sèvres,48.84856323305935,2.3204218259345537,35,7002,13,0,18,1666648504
437597018,Invalides - Duroc,48.847792473295,2.3161920905113,29,7001,3,0,26,1664169999
210397939,Thouin - Cardinal Lemoine,48.84504716661511,2.3494647851273465,17,5016,0,1,15,1666648432
82405965,Froment - Bréguet,48.8570414504784,2.37289470306807,43,11025,8,2,30,1666648729
213682736,Morillons - Dantzig,48.83310149953933,2.299380004405976,52,15047,21,25,6,1666648757
54000581,Croulebarde - Corvisart,48.830981659316855,2.3481646925210953,34,13101,10,6,18,1666648751
13105968,Le Brix et Mesmin - Jourdan,48.82234096593411,2.327861653302471,21,14108,0,7,14,1666648757
653208733,Romainville - Vaillant-Couturier,48.86785,2.446748,38,31024,4,13,20,1666648420
27415224,Bir Hakeim,48.853844054333514,2.289705348222022,33,15026,4,0,28,1666648704
907054879,Liberté - Vert-de-Maisons,48.79014780960843,2.43286281824112,20,47007,11,5,4,1666648761
129094535,Porte de Saint-Ouen - Bessières,48.89792240854517,2.32851451022192,42,17044,17,6,17,1666648529
54000612,Cambrai - Benjamin Constant,48.89594736851349,2.381133802246315,43,19033,8,0,33,1666648546
80101533,Chazelles - Courcelles ,48.879406604954,2.3034455627202988,35,17025,3,4,21,1666648749
128986726,Boétie - Ponthieu,48.871417284354834,2.307678759098053,33,8050,0,1,30,1666648726
599135701,Ramponeau - Belleville,48.871031137596,2.379056852114,44,20143,15,12,17,1666648743
102747146,Lagny - Victor Basch,48.84884147189881,2.426325418925233,26,43002,7,0,18,1666648729
2515403527,Saint-Cloud - Hippodrome,48.85772148887421,2.2549109905958176,30,16138,0,2,27,1666648253
653132534,Louis Lejeune - Barbès,48.81807418981508,2.3267009854316716,25,21216,3,2,20,1666648355
506455295,Général Martial Valin - Pont du Garigliano,48.83823094269141,2.270506024360657,16,15068,0,0,16,1666648771
1057149522,Rond-point du Dr Albert Schweitzer,48.78980918988166,2.3143940046429634,22,22207,5,3,14,1666648759
210567545,Raspail - Varenne,48.85314781654488,2.3263905197381973,18,7004,0,0,17,1666648731
2515085147,Italie - Tolbiac,48.82557229464416,2.3576171323657036,21,13030,3,4,14,1666648690
653197324,Théâtre des Amandiers - Palais des sports,48.89264852683893,2.2136941552162175,24,92002,7,6,10,1666648769
210408693,Vaugirard - Monsieur le Prince,48.848951441614,2.3411329463124,26,6029,1,0,25,1666648774
42950839,Serrurier,48.8804934032465,2.39806417375803,18,19027,1,5,11,1666648226
14813797734,Raspail Barbès,48.8529945,2.4247387,28,31028,2,4,19,1666648393
88230992,De Toqueville - Terrasse,48.882428,2.314002,30,17048,1,2,26,1666648331
499303158,Jules Guesde - Pont du Port à l'Anglais,48.79628807093802,2.417212128639221,30,44017,13,1,13,1666648332
27415302,Michel-Ange - Parent de Rosan,48.840579923690115,2.2584119439125065,26,16118,9,8,8,1666648681
27414512,Caire - Dussoubs,48.86785342111862,2.349364310503006,40,2017,1,2,37,1666648543
210580039,Tour d'Auvergne - Rodier,48.879161,2.343698,17,9008,5,4,8,1666648740
49474389,Artois - Berri,48.87393521240818,2.3064258322119713,23,8103,0,2,20,1666648221
128940135,Marceau - Chaillot,48.86883394989261,2.2989967837929726,21,8048,2,1,18,1666648537
35149611,Liard - Amiral Mouchez,48.8214169,2.342167,14,14013,6,7,1,1666648658
1057296253,Regnault - Patay,48.82435782216384,2.377065159380436,63,13118,49,2,10,1666648724
210570888,Las Cases - Bourgogne,48.85909110474066,2.3185685276985173,22,7011,0,1,20,1666648706
129107656,Félix Ziem - Armand Gauthier,48.88949630486821,2.333393658804396,25,18111,6,14,5,1666648524
1057228658,Youri Gagarine - Karl Marx,48.78448485079149,2.35908430069685,22,48003,2,10,9,1666648744
230873471,Octave Feuillet - Albéric Magnard,48.86106902949534,2.2730283066630363,21,16110,0,1,20,1666648420
507934805,Ney - Porte de Clignancourt ,48.8978867,2.3458001,25,18134,1,2,20,1666648389
205047993,Edgar Quinet - Raspail,48.83940266673835,2.32971478253603,46,14002,0,0,45,1666648752
39799329,Faubourg Montmartre - La Fayette,48.87525454905335,2.340853661298752,35,9014,1,1,32,1666648359
129164969,Place Jean-Spire-Lemaître,48.8468428626593,2.452062070369721,50,43009,20,10,18,1666648734
128989986,Place Georges Guillaumin,48.874750203956566,2.301771435325988,29,8053,0,1,27,1666648606
129004826,Bellefond - Poissonnière,48.87759897050706,2.348463758826256,17,9001,13,2,1,1666648596
518825709,Jean Oestreicher - Porte de Champerret,48.88655580065981,2.288640439510346,21,17032,3,0,17,1666648501
128930462,Square Louis XVI,48.87320440102894,2.323658830743138,29,8016,0,1,27,1666648214
911767210,Alexandre Parodi - Quai de Valmy,48.87935941942529,2.366596162319184,24,10162,9,4,10,1666648715
54000565,Granges aux Belles,48.8761373390584,2.3680844979417,27,10115,10,4,13,1666648614
210586093,Dunkerque - Rocroy,48.880726,2.351464,24,10029,1,2,18,1666648720
7254,Gay Lussac - Saint-Jacques,48.844730256132095,2.341923944866407,24,5005,2,0,20,1666648715
369644630,Gare de l'Est - Faubourg-Saint-Martin,48.875642647477,2.3594588041306,32,10161,0,1,29,1666648753
214114469,Gare de Nogent-le-Perreux,48.83842553348809,2.493693307042122,32,41303,18,8,4,1666648529
128887067,Ségur - d'Estrées,48.85141997898257,2.3097044974565506,19,7018,6,4,8,1666648484
55927887,Gabriel Lamé,48.8351212784276,2.385534569621086,36,12031,21,1,10,1666648764
210574471,Abbeville - Faubourg Poissonnière,48.879223,2.349147,14,9002,6,1,5,1666648594
72765603,Boulangers - Cardinal Lemoine,48.8462904,2.3521495,20,5022,1,1,16,1666648717
210582921,Boudreau - Auber,48.87219,2.329423,14,9106,0,1,12,1666648738
16659953198,Verger - Colonel Guichard,48.816376985087,2.2670380088932,0,21328,0,0,0,1627561444
16659964929,Arsène Houssaye - Friedland,48.874510616163,2.2994716674148,0,8201,0,0,0,1642235570
43255030,Pereire - Ternes,48.87973954830735,2.288012132048607,48,17040,0,1,43,1666648710
129025451,Douai - Bruxelles,48.88320784122797,2.3308449949028507,27,9038,1,0,24,1666648731
128920403,Gare Saint-Lazare - Isly,48.874777677621296,2.326515804784655,27,8009,0,0,25,1666648771
323616530,Quai de l'Horloge - Pont Neuf,48.857058739111096,2.341798283943937,17,1001,1,0,16,1666648684
208795867,Ambroise Rendu - Porte Brunet,48.883667,2.395733,17,19105,0,9,6,1666648663
1062192012,Gare Rosny-Bois-Perrier,48.88115023337061,2.480436824262142,36,31103,14,10,12,1666648621
6296,Institut de France,48.85761567856468,2.335831353037739,17,6001,2,0,15,1666648478
521393180,Porte Pouchet-Bessières,48.8978765,2.3230632,23,17008,5,3,13,1666648306
576188379,Vigée-Lebrun - Anselme Payen,48.838683941628375,2.3110422492027287,24,15112,0,3,20,1666648368
128915891,Octave Gréard - Tour Eiffel,48.856502977696,2.2931787543289,33,7025,3,1,28,1666648656
457813746,Henri Barbusse - Stalingrad,48.814183748660554,2.2872862592339516,16,22409,3,9,2,1666648675
128882438,Institut du Monde Arabe - Saint-Germain,48.849063299501,2.3558086529374,40,5020,0,0,36,1666648695
82567101,Château - République,48.862923800596,2.4155035614967,26,31706,0,0,0,1663665404
50191171,Thionville - Ourcq,48.88917613743794,2.3833653330802917,24,19015,12,7,4,1666648587
