station_id,name,lat,lon,capacity,stationCode,nbMecha,nbElec,nbdocklibre,last_reported
213688169,Benjamin Godard - Victor Hugo,48.865983,2.275725,35,16107,4,7,24,1700215779
653222953,Mairie de Rosny-sous-Bois,48.871256519012,2.4865807592869,30,31104,11,14,5,1700215520
17278902806,Rouget de L'isle - Watteau,48.778192750803,2.3963020229163,20,44015,0,0,20,1700215809
36255,Toudouze - Clauzel,48.87929591733507,2.3373600840568547,21,9020,1,1,17,1700215813
37815204,Mairie du 12ème,48.840855311763,2.3875549435616,30,12109,1,1,27,1700215868
251039991,Cassini - Denfert-Rochereau,48.837525839067,2.3360354080796,25,14111,1,6,17,1700215793
85002689,Jourdan - Stade Charléty,48.819428333369,2.3433353751898,60,14014,3,7,48,1700215899
2515829865,Basilique,48.93626891059109,2.3588666820200914,22,32017,7,9,4,1700215523
516709288,Charonne - Robert et Sonia Delaunay,48.855907555969,2.3925706744194,20,11104,1,0,19,1700215596
120827885,Messine - Place Du Pérou,48.875448033960744,2.315508019010038,12,8026,4,6,1,1700215894
66491398,Le Brun - Gobelins,48.835092787824,2.3534681351338,48,13007,2,3,42,1700215617
37874517,Saint-Sulpice,48.85165383178419,2.3308077827095985,21,6003,12,5,4,1700215697
210565680,Vaneau - Sèvres,48.848563233059,2.3204218259346,35,7002,8,7,15,1700215534
210403080,Lacépède - Monge,48.84389286531899,2.3519663885235786,23,5110,0,2,21,1700215545
210561800,Saint-Romain - Cherche-Midi,48.84708159081946,2.321374788880348,17,6108,5,3,7,1700215409
209063434,André Karman - République,48.91039875761846,2.3851355910301213,31,33006,12,1,18,1700215384
94555589,Pierre et Marie Curie - Maurice Thorez,48.81580226360801,2.376804985105991,27,42016,3,4,18,1700215566
244498842,Bois de Vincennes - Gare,48.836022242886884,2.4708339950830287,50,41301,8,6,34,1700215919
210405211,Beaux-Arts - Bonaparte,48.856451985395786,2.334851883351803,20,6021,6,5,8,1700215915
43195240,Silly - Galliéni,48.835583838706,2.2325500845909,25,21010,16,1,7,1700215802
501862076,Place Nelson Mandela,48.862453313908,2.1961666225454,22,25006,0,2,20,1700215717
17486274358,Jean Rostand - Paul Vaillant Couturier,48.908168131015,2.4530601033354,40,30002,8,8,21,1700215831
207633746,Grande Armée - Brunel,48.876116,2.288124,62,17038,9,15,36,1700215806
16560752067,Bracion - Périphérique,48.826103771275,2.3004549373748,30,15202,0,3,26,1700215733
210566542,Square Boucicaut,48.851296433665276,2.325061820447445,60,7003,13,21,26,1700215894
85043758,Guersant - Gouvion-Saint-Cyr,48.88287775178599,2.287667370814871,36,17041,0,3,32,1700215377
54000559,Jouffroy d'Abbans - Wagram,48.881973298352,2.301132157445,40,17026,7,2,30,1700215877
210397939,Thouin - Cardinal Lemoine,48.84504716661511,2.3494647851273465,17,5016,4,3,8,1700215886
82405965,Froment - Bréguet,48.8570414504784,2.37289470306807,43,11025,12,7,22,1700215901
